2026-03-18 12:26:18 | INFO     | flink_speed_layer         | Khởi động Flink Speed Layer...
2026-03-18 12:26:19 | INFO     | flink_speed_layer         | Đã khởi tạo StreamExecutionEnvironment với JAR và Checkpoint.
2026-03-18 12:26:20 | INFO     | flink_speed_layer         | Pipeline sẵn sàng | Source: traffic-raw | Sink: traffic-processed | Window: 30s
2026-03-18 12:30:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 35.16 km/h | Xe: 851 | Window: 2026-03-18T12:29:30 → 2026-03-18T12:30:00
2026-03-18 12:30:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 40.31 km/h | Xe: 864 | Window: 2026-03-18T12:29:30 → 2026-03-18T12:30:00
2026-03-18 12:30:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 30.2 km/h | Xe: 822 | Window: 2026-03-18T12:29:30 → 2026-03-18T12:30:00
2026-03-18 12:30:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 43.54 km/h | Xe: 784 | Window: 2026-03-18T12:30:00 → 2026-03-18T12:30:30
2026-03-18 12:30:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.95 km/h | Xe: 887 | Window: 2026-03-18T12:30:00 → 2026-03-18T12:30:30
2026-03-18 12:30:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 39.88 km/h | Xe: 680 | Window: 2026-03-18T12:30:00 → 2026-03-18T12:30:30
2026-03-18 12:30:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.12 km/h | Xe: 939 | Window: 2026-03-18T12:30:00 → 2026-03-18T12:30:30
2026-03-18 12:30:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 37.55 km/h | Xe: 789 | Window: 2026-03-18T12:30:00 → 2026-03-18T12:30:30
2026-03-18 12:31:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 34.14 km/h | Xe: 678 | Window: 2026-03-18T12:30:30 → 2026-03-18T12:31:00
2026-03-18 12:31:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 43.43 km/h | Xe: 695 | Window: 2026-03-18T12:30:30 → 2026-03-18T12:31:00
2026-03-18 12:31:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 43.54 km/h | Xe: 840 | Window: 2026-03-18T12:30:30 → 2026-03-18T12:31:00
2026-03-18 12:31:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.12 km/h | Xe: 819 | Window: 2026-03-18T12:30:30 → 2026-03-18T12:31:00
2026-03-18 12:31:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 38.57 km/h | Xe: 535 | Window: 2026-03-18T12:30:30 → 2026-03-18T12:31:00
2026-03-18 12:31:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.89 km/h | Xe: 759 | Window: 2026-03-18T12:31:00 → 2026-03-18T12:31:30
2026-03-18 12:31:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 36.93 km/h | Xe: 756 | Window: 2026-03-18T12:31:00 → 2026-03-18T12:31:30
2026-03-18 12:31:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.78 km/h | Xe: 1011 | Window: 2026-03-18T12:31:00 → 2026-03-18T12:31:30
2026-03-18 12:31:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 32.44 km/h | Xe: 903 | Window: 2026-03-18T12:31:00 → 2026-03-18T12:31:30
2026-03-18 12:31:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 42.16 km/h | Xe: 728 | Window: 2026-03-18T12:31:00 → 2026-03-18T12:31:30
2026-03-18 12:32:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 39.98 km/h | Xe: 828 | Window: 2026-03-18T12:31:30 → 2026-03-18T12:32:00
2026-03-18 12:32:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 42.73 km/h | Xe: 968 | Window: 2026-03-18T12:31:30 → 2026-03-18T12:32:00
2026-03-18 12:32:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 36.54 km/h | Xe: 1019 | Window: 2026-03-18T12:31:30 → 2026-03-18T12:32:00
2026-03-18 12:32:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 38.84 km/h | Xe: 874 | Window: 2026-03-18T12:31:30 → 2026-03-18T12:32:00
2026-03-18 12:32:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 40.35 km/h | Xe: 947 | Window: 2026-03-18T12:31:30 → 2026-03-18T12:32:00
2026-03-18 12:32:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 32.72 km/h | Xe: 681 | Window: 2026-03-18T12:32:00 → 2026-03-18T12:32:30
2026-03-18 12:32:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 42.47 km/h | Xe: 552 | Window: 2026-03-18T12:32:00 → 2026-03-18T12:32:30
2026-03-18 12:32:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 31.65 km/h | Xe: 869 | Window: 2026-03-18T12:32:00 → 2026-03-18T12:32:30
2026-03-18 12:32:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.38 km/h | Xe: 776 | Window: 2026-03-18T12:32:00 → 2026-03-18T12:32:30
2026-03-18 12:32:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 35.77 km/h | Xe: 823 | Window: 2026-03-18T12:32:00 → 2026-03-18T12:32:30
2026-03-18 12:33:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 39.46 km/h | Xe: 770 | Window: 2026-03-18T12:32:30 → 2026-03-18T12:33:00
2026-03-18 12:33:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 43.02 km/h | Xe: 991 | Window: 2026-03-18T12:32:30 → 2026-03-18T12:33:00
2026-03-18 12:33:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.3 km/h | Xe: 945 | Window: 2026-03-18T12:32:30 → 2026-03-18T12:33:00
2026-03-18 12:33:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.56 km/h | Xe: 824 | Window: 2026-03-18T12:32:30 → 2026-03-18T12:33:00
2026-03-18 12:33:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.54 km/h | Xe: 768 | Window: 2026-03-18T12:32:30 → 2026-03-18T12:33:00
2026-03-18 12:33:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 31.61 km/h | Xe: 771 | Window: 2026-03-18T12:33:00 → 2026-03-18T12:33:30
2026-03-18 12:33:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.56 km/h | Xe: 759 | Window: 2026-03-18T12:33:00 → 2026-03-18T12:33:30
2026-03-18 12:33:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 33.44 km/h | Xe: 864 | Window: 2026-03-18T12:33:00 → 2026-03-18T12:33:30
2026-03-18 12:33:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 33.6 km/h | Xe: 741 | Window: 2026-03-18T12:33:00 → 2026-03-18T12:33:30
2026-03-18 12:33:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 38.18 km/h | Xe: 851 | Window: 2026-03-18T12:33:00 → 2026-03-18T12:33:30
2026-03-18 12:34:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 32.85 km/h | Xe: 738 | Window: 2026-03-18T12:33:30 → 2026-03-18T12:34:00
2026-03-18 12:34:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 34.02 km/h | Xe: 885 | Window: 2026-03-18T12:33:30 → 2026-03-18T12:34:00
2026-03-18 12:34:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 42.44 km/h | Xe: 761 | Window: 2026-03-18T12:33:30 → 2026-03-18T12:34:00
2026-03-18 12:34:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 33.12 km/h | Xe: 943 | Window: 2026-03-18T12:33:30 → 2026-03-18T12:34:00
2026-03-18 12:34:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 44.0 km/h | Xe: 822 | Window: 2026-03-18T12:33:30 → 2026-03-18T12:34:00
2026-03-18 12:34:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.88 km/h | Xe: 825 | Window: 2026-03-18T12:34:00 → 2026-03-18T12:34:30
2026-03-18 12:34:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.44 km/h | Xe: 791 | Window: 2026-03-18T12:34:00 → 2026-03-18T12:34:30
2026-03-18 12:34:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 40.91 km/h | Xe: 845 | Window: 2026-03-18T12:34:00 → 2026-03-18T12:34:30
2026-03-18 12:34:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 35.56 km/h | Xe: 652 | Window: 2026-03-18T12:34:00 → 2026-03-18T12:34:30
2026-03-18 12:34:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 38.89 km/h | Xe: 946 | Window: 2026-03-18T12:34:00 → 2026-03-18T12:34:30
2026-03-18 12:35:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 42.91 km/h | Xe: 579 | Window: 2026-03-18T12:34:30 → 2026-03-18T12:35:00
2026-03-18 12:35:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 34.25 km/h | Xe: 875 | Window: 2026-03-18T12:34:30 → 2026-03-18T12:35:00
2026-03-18 12:35:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 30.92 km/h | Xe: 770 | Window: 2026-03-18T12:34:30 → 2026-03-18T12:35:00
2026-03-18 12:35:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.1 km/h | Xe: 684 | Window: 2026-03-18T12:34:30 → 2026-03-18T12:35:00
2026-03-18 12:35:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 34.45 km/h | Xe: 897 | Window: 2026-03-18T12:34:30 → 2026-03-18T12:35:00
2026-03-18 12:35:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 31.76 km/h | Xe: 835 | Window: 2026-03-18T12:35:00 → 2026-03-18T12:35:30
2026-03-18 12:35:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.32 km/h | Xe: 986 | Window: 2026-03-18T12:35:00 → 2026-03-18T12:35:30
2026-03-18 12:35:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 32.36 km/h | Xe: 1061 | Window: 2026-03-18T12:35:00 → 2026-03-18T12:35:30
2026-03-18 12:35:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 30.3 km/h | Xe: 944 | Window: 2026-03-18T12:35:00 → 2026-03-18T12:35:30
2026-03-18 12:35:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 37.33 km/h | Xe: 1128 | Window: 2026-03-18T12:35:00 → 2026-03-18T12:35:30
2026-03-18 12:36:00 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 34.81 km/h | Xe: 668 | Window: 2026-03-18T12:35:30 → 2026-03-18T12:36:00
2026-03-18 12:36:00 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 31.54 km/h | Xe: 739 | Window: 2026-03-18T12:35:30 → 2026-03-18T12:36:00
2026-03-18 12:36:00 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.69 km/h | Xe: 612 | Window: 2026-03-18T12:35:30 → 2026-03-18T12:36:00
2026-03-18 12:36:00 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.91 km/h | Xe: 808 | Window: 2026-03-18T12:35:30 → 2026-03-18T12:36:00
2026-03-18 12:36:00 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 22.79 km/h | Xe: 701 | Window: 2026-03-18T12:35:30 → 2026-03-18T12:36:00
2026-03-18 12:36:31 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 26.88 km/h | Xe: 670 | Window: 2026-03-18T12:36:00 → 2026-03-18T12:36:30
2026-03-18 12:36:31 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 36.45 km/h | Xe: 810 | Window: 2026-03-18T12:36:00 → 2026-03-18T12:36:30
2026-03-18 12:36:31 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.68 km/h | Xe: 949 | Window: 2026-03-18T12:36:00 → 2026-03-18T12:36:30
2026-03-18 12:36:31 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 31.17 km/h | Xe: 919 | Window: 2026-03-18T12:36:00 → 2026-03-18T12:36:30
2026-03-18 12:36:31 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 35.89 km/h | Xe: 1092 | Window: 2026-03-18T12:36:00 → 2026-03-18T12:36:30
2026-03-18 12:37:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 36.54 km/h | Xe: 750 | Window: 2026-03-18T12:36:30 → 2026-03-18T12:37:00
2026-03-18 12:37:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 37.39 km/h | Xe: 1038 | Window: 2026-03-18T12:36:30 → 2026-03-18T12:37:00
2026-03-18 12:37:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 37.1 km/h | Xe: 974 | Window: 2026-03-18T12:36:30 → 2026-03-18T12:37:00
2026-03-18 12:37:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 37.43 km/h | Xe: 912 | Window: 2026-03-18T12:36:30 → 2026-03-18T12:37:00
2026-03-18 12:37:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 35.15 km/h | Xe: 862 | Window: 2026-03-18T12:36:30 → 2026-03-18T12:37:00
2026-03-18 13:26:49 | INFO     | flink_speed_layer         | Khởi động Flink Speed Layer...
2026-03-18 13:26:50 | INFO     | flink_speed_layer         | Đã khởi tạo StreamExecutionEnvironment với JAR và Checkpoint.
2026-03-18 13:26:50 | INFO     | flink_speed_layer         | Pipeline sẵn sàng | Source: traffic-raw | Sink: traffic-processed | Window: 30s
2026-03-18 13:27:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 33.25 km/h | Xe: 153 | Window: 2026-03-18T13:26:30 → 2026-03-18T13:27:00
2026-03-18 13:27:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 26.14 km/h | Xe: 156 | Window: 2026-03-18T13:26:30 → 2026-03-18T13:27:00
2026-03-18 13:27:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 21.79 km/h | Xe: 272 | Window: 2026-03-18T13:26:30 → 2026-03-18T13:27:00
2026-03-18 13:27:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 44.6 km/h | Xe: 267 | Window: 2026-03-18T13:26:30 → 2026-03-18T13:27:00
2026-03-18 13:27:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 28.4 km/h | Xe: 233 | Window: 2026-03-18T13:26:30 → 2026-03-18T13:27:00
2026-03-18 13:27:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 32.5 km/h | Xe: 855 | Window: 2026-03-18T13:27:00 → 2026-03-18T13:27:30
2026-03-18 13:27:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 34.18 km/h | Xe: 690 | Window: 2026-03-18T13:27:00 → 2026-03-18T13:27:30
2026-03-18 13:27:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 39.59 km/h | Xe: 793 | Window: 2026-03-18T13:27:00 → 2026-03-18T13:27:30
2026-03-18 13:27:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 31.97 km/h | Xe: 940 | Window: 2026-03-18T13:27:00 → 2026-03-18T13:27:30
2026-03-18 13:27:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.94 km/h | Xe: 756 | Window: 2026-03-18T13:27:00 → 2026-03-18T13:27:30
2026-03-18 13:28:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 38.73 km/h | Xe: 985 | Window: 2026-03-18T13:27:30 → 2026-03-18T13:28:00
2026-03-18 13:28:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 38.38 km/h | Xe: 801 | Window: 2026-03-18T13:27:30 → 2026-03-18T13:28:00
2026-03-18 13:28:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 24.82 km/h | Xe: 926 | Window: 2026-03-18T13:27:30 → 2026-03-18T13:28:00
2026-03-18 13:28:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 39.13 km/h | Xe: 845 | Window: 2026-03-18T13:27:30 → 2026-03-18T13:28:00
2026-03-18 13:28:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.33 km/h | Xe: 785 | Window: 2026-03-18T13:27:30 → 2026-03-18T13:28:00
2026-03-18 13:28:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 36.26 km/h | Xe: 742 | Window: 2026-03-18T13:28:00 → 2026-03-18T13:28:30
2026-03-18 13:28:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 32.56 km/h | Xe: 770 | Window: 2026-03-18T13:28:00 → 2026-03-18T13:28:30
2026-03-18 13:28:30 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 40.46 km/h | Xe: 655 | Window: 2026-03-18T13:28:00 → 2026-03-18T13:28:30
2026-03-18 13:28:30 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 36.01 km/h | Xe: 825 | Window: 2026-03-18T13:28:00 → 2026-03-18T13:28:30
2026-03-18 13:28:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 34.77 km/h | Xe: 722 | Window: 2026-03-18T13:28:00 → 2026-03-18T13:28:30
2026-03-18 13:29:01 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 33.02 km/h | Xe: 822 | Window: 2026-03-18T13:28:30 → 2026-03-18T13:29:00
2026-03-18 13:29:01 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 32.59 km/h | Xe: 809 | Window: 2026-03-18T13:28:30 → 2026-03-18T13:29:00
2026-03-18 13:29:01 | INFO     | flink_speed_layer         | [Ha Dong] NORMAL | Avg: 33.71 km/h | Xe: 859 | Window: 2026-03-18T13:28:30 → 2026-03-18T13:29:00
2026-03-18 13:29:01 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 33.83 km/h | Xe: 916 | Window: 2026-03-18T13:28:30 → 2026-03-18T13:29:00
2026-03-18 13:29:01 | INFO     | flink_speed_layer         | [Ba Dinh] NORMAL | Avg: 39.29 km/h | Xe: 946 | Window: 2026-03-18T13:28:30 → 2026-03-18T13:29:00
2026-03-18 13:29:30 | INFO     | flink_speed_layer         | [Nga Tu So] NORMAL | Avg: 37.94 km/h | Xe: 806 | Window: 2026-03-18T13:29:00 → 2026-03-18T13:29:30
2026-03-18 13:29:30 | INFO     | flink_speed_layer         | [Cau Giay] NORMAL | Avg: 41.9 km/h | Xe: 839 | Window: 2026-03-18T13:29:00 → 2026-03-18T13:29:30
2026-03-18 13:29:30 | INFO     | flink_speed_layer         | [Hoan Kiem] NORMAL | Avg: 29.52 km/h | Xe: 720 | Window: 2026-03-18T13:29:00 → 2026-03-18T13:29:30
